profile,requested_blocks_per_seed,snr_db,checkpoint_idx,blocks_per_seed,pooled_blocks,mode_id,modulation,pooled_ber,pooled_se,ci95_low,ci95_high,overlaps_ber_target,z_ab
deep,70000,28.25,6,30000,60000,3,64QAM,0.009472600188078703,0.00014544247460426975,0.009187532937854334,0.009757667438303072,False,0.09771893665864635
deep,70000,28.25,7,35000,70000,0,BPSK,0.0004084635416666667,3.370968574105177e-05,0.0003423925576142052,0.00047453452571912815,False,0.9893871378750188
deep,70000,28.25,7,35000,70000,1,QPSK,0.0007795526413690476,4.646031177353821e-05,0.0006884904302929127,0.0008706148524451825,False,0.35882697678339104
deep,70000,28.25,7,35000,70000,2,16QAM,0.002937055896577381,8.288118317167003e-05,0.0027746087775609076,0.0030995030155938543,False,0.15488506064129376
deep,70000,28.25,7,35000,70000,3,64QAM,0.009458460441468254,0.0001344510519524323,0.009194936379641487,0.009721984503295021,False,0.4742121881376395
deep,70000,28.25,8,40000,80000,0,BPSK,0.0004285074869791667,3.271469206292636e-05,0.000364386690535831,0.0004926282834225023,False,1.4291204145032517
deep,70000,28.25,8,40000,80000,1,QPSK,0.0008054280598958334,4.472266343466593e-05,0.0007177716395638881,0.0008930844802277786,False,0.7722633367399125
deep,70000,28.25,8,40000,80000,2,16QAM,0.0029687723795572916,7.854602505971983e-05,0.0028148221704402407,0.0031227225886743424,False,0.38461789670300983
deep,70000,28.25,8,40000,80000,3,64QAM,0.0095049072265625,0.0001265345836319173,0.009256899442643941,0.009752915010481058,False,0.3284742568295192
deep,70000,28.25,9,45000,90000,0,BPSK,0.0004125506365740741,3.000430892096184e-05,0.00035374219108898886,0.0004713590820591593,False,1.221616074808426
deep,70000,28.25,9,45000,90000,1,QPSK,0.0007909143518518519,4.129491473259201e-05,0.0007099763189759716,0.0008718523847277322,False,0.3739947495203256
deep,70000,28.25,9,45000,90000,2,16QAM,0.002957107204861111,7.350083693543382e-05,0.002813045564467661,0.0031011688452545613,False,0.19570290191468526
deep,70000,28.25,9,45000,90000,3,64QAM,0.00950558449074074,0.0001190098727728528,0.009272325140105949,0.009738843841375532,False,0.4034159652384966
deep,70000,28.25,10,50000,100000,0,BPSK,0.00040959635416666667,2.827001103302681e-05,0.00035418713254193414,0.0004650055757913992,False,1.0289543282134543
deep,70000,28.25,10,50000,100000,1,QPSK,0.0007849967447916666,3.901854130748576e-05,0.0007085204038289946,0.0008614730857543387,False,0.20331115456600266
deep,70000,28.25,10,50000,100000,2,16QAM,0.0029485221354166665,6.948785810618636e-05,0.002812325933528541,0.003084718337304792,False,0.37279658774319724
deep,70000,28.25,10,50000,100000,3,64QAM,0.009492849392361112,0.0001127201247361908,0.009271917947878178,0.009713780836844045,False,0.569986195581997
deep,70000,28.25,11,55000,110000,0,BPSK,0.00039968631628787876,2.659620706774816e-05,0.0003475577504350924,0.00045181488214066513,False,1.0341158700545505
deep,70000,28.25,11,55000,110000,1,QPSK,0.0007722034801136364,3.6731755157328086e-05,0.0007002092400052734,0.0008441977202219994,False,0.094179629429159
